customer_id,first_name,customer_segment,district_location,join_date
12304,Mst. Dutta,Regular,Khulna,2022-08-18
9589,Tariq Biswas Sen,Regular,Dhaka,2020-01-06
19044,Miss Rani Hasan,New,Sylhet,2020-07-04
44255,Delwar Hridoy Uddin,Regular,Barisal,2023-08-23
44069,Liza Ganguly,Regular,Rangpur,2021-06-28
25941,Ahsan Sakib Mia,Regular,Australia,2020-06-01
43000,Enam Gazi,New,Dhaka,2020-01-18
24767,Raju Bibi,New,Dhaka,2020-03-28
34149,Wahab Iqbal,Regular,Chittagong,2021-01-27
28657,Dina Begum Parvin,Regular,Khulna,2021-12-25
13480,Kazi Chakraborty,Corporate,Barisal,2021-10-22
14496,Masud Yeasmin,New,Chittagong,2022-03-13
40010,Shabnam Khan Talukder,New,Khulna,2021-09-05
38000,Robert Joshi,New,Chittagong,2020-06-07
34267,Asif Anwar,Regular,Khulna,2020-06-13
40724,Pamela Carter,Regular,Chittagong,2022-02-07
2431,Oshin Sani,New,Chittagong,2022-10-13
46334,Shafiq Nahar,New,Khulna,2023-03-30
46270,Md. Rashid Sen,New,Khulna,2023-04-12
44973,Rahul King,New,Rajshahi,2021-04-12
12471,Liza Parvin,New,Chittagong,2021-02-18
48360,Shabnam Ali,Regular,Chittagong,2021-09-07
11838,Suresh Davis,New,Singapore,2021-04-22
21481,Hasan Banerjee,Corporate,Chittagong,2022-01-29
43103,Nasrin Khatun,New,USA,2021-04-19
14959,Liza Bhowmik,Regular,Dhaka,2022-09-23
16160,Rafiq Barman Debnath,Regular,Dhaka,2020-12-04
4809,Anis Roy,Regular,Rangpur,2020-12-04
15141,Monir Ganguly Dutta,Regular,Sylhet,2020-01-15
36035,Ripon Bandyopadhyay,Premium,UAE,2022-11-26
43580,Shiblu Abdul Biswas,Regular,Khulna,2021-02-16
44073,Masud Dutta,New,Rajshahi,2020-05-28
11226,Dina Bhuiyan,Regular,Dhaka,2020-12-06
3654,Barsha Mukherjee,Regular,Rajshahi,2023-08-14
13791,Sanjay Lewis,Regular,France,2020-04-08
46692,Nasrin Khondokar,Regular,Dhaka,2022-09-18
45256,Lamia Ferdous,Regular,Khulna,2022-01-19
15975,Priya Islam,Regular,Dhaka,2023-02-28
22112,Nazma Mridha,New,Dhaka,2022-02-21
5808,Qayyum Bhattacharjee,Regular,Dhaka,2022-10-15
45462,Nurjahan Sen,Regular,India,2020-02-21
19870,Sujon Ghosh Basak,Corporate,Dhaka,2021-09-01
8970,Tanjina Ali,Regular,Chittagong,2021-05-28
26879,Salma Arif Bepari,Premium,India,2022-08-27
38572,Hridoy Mizan Sen,New,Khulna,2022-08-01
19621,Nasir Uddin Sen,Regular,Dhaka,2022-07-28
32855,Nicholas Wright,Regular,India,2020-02-24
2855,Rafia Sultana,New,Dhaka,2021-09-15
19839,Roksana Sheikh,New,Khulna,2021-09-27
25871,Jonathan Brown,Regular,Dhaka,2022-04-27
7613,Sumaiya Begum,Premium,Chittagong,2021-09-12
12061,Opu Rashid,Regular,Dhaka,2020-01-30
47058,Jesmin Haque Dutta,Regular,Rajshahi,2020-09-03
35083,Jason Brown,Regular,Dhaka,2022-05-30
47324,Sentu Roy,New,Germany,2021-05-24
38961,Sabiha Majumder,Regular,Dhaka,2022-03-28
1331,Gaus Mazumdar,New,Dhaka,2021-01-22
23518,Rubina Yeasmin,Regular,Rajshahi,2020-02-29
24505,Rina Banerjee,Regular,Rajshahi,2020-12-02
21644,Sheikh Sheikh Rashid,Regular,Rajshahi,2021-05-23
48252,Nurjahan Ahsan Hasan,Regular,Dhaka,2023-05-01
2808,Tanvir Begum,Regular,Chittagong,2021-01-25
32286,Jahid Joy Parvin,New,Dhaka,2022-10-24
46631,Junaid Islam,Regular,Khulna,2021-10-18
11317,Shirin Talukder,Regular,Khulna,2023-12-06
23155,Bappi Akhter,Regular,Sylhet,2020-08-26
16358,Khaleda Alam,New,Barisal,2022-05-04
12726,Abdul Karim,New,Dhaka,2020-04-04
49329,Joy Banerjee,Regular,Dhaka,2020-08-08
371,Most. Jame Khatun,Regular,Chittagong,2022-06-16
9271,Meena Reddy,Regular,Canada,2020-04-10
887,Atiya Majumdar,New,Rajshahi,2022-07-15
45801,Javed Uddin,Premium,Australia,2020-07-28
26331,Reza Khatun,Regular,Dhaka,2020-07-15
5535,Sohana Guha,Corporate,Dhaka,2020-09-08
39064,Jason Clark,Regular,Sylhet,2023-12-25
22530,Hasina Sikder Biswas,New,Dhaka,2021-03-04
1668,Atiya Shah,Regular,Dhaka,2020-10-04
13318,Sabiha Ghosh,Regular,Khulna,2022-03-28
32991,Maksuda Rony Begum,Regular,Dhaka,2020-04-01
41595,Taslima Hanif Das,Premium,Chittagong,2021-07-15
34977,Arifa Bhowmik,Premium,Rajshahi,2021-01-09
32592,Momin Monir Sikder,New,Khulna,2021-05-15
24073,Monir Sen,Regular,Sylhet,2021-12-23
41652,Sadek Sarker,Regular,Rangpur,2022-06-10
40081,Jalaluddin Roychoudhury,Regular,Khulna,2020-02-23
22019,Joy Rahman,Regular,Chittagong,2020-07-22
1019,Pial Uddin,Premium,Chittagong,2020-01-28
31855,Aleya Hasan Banerjee,Regular,India,2021-07-06
42983,Nargis Ghosh,Regular,Khulna,2022-06-16
19606,Rintu Mridha,Regular,Dhaka,2022-12-23
19758,Sheikh Tariq Khatun,Premium,Dhaka,2020-06-03
30513,Eric Wilson,Regular,Dhaka,2020-01-01
4683,Diba Sultana,Premium,Khulna,2021-02-15
28931,Raju Sheikh,Corporate,Dhaka,2021-04-24
21952,Ahsan Tanvir Miah,New,Rajshahi,2020-02-07
41557,Mahjabin Nazia,Regular,Rangpur,2020-05-03
11586,Opu Khondokar,Regular,Barisal,2022-06-26
30816,Abu Khan,Premium,Chittagong,2020-06-27
33677,Tariq Ganguly,Regular,Chittagong,2022-02-18
7004,Shuchi Sultana,Regular,Rajshahi,2021-10-16
1820,Farhan Biswas,Regular,Sylhet,2020-07-05
4525,Kaniz Mukherjee,Regular,Dhaka,2021-01-07
36482,Jahan Halder,Regular,Khulna,2022-12-21
38249,Kazi Miah,New,Canada,2021-03-23
38125,Jessica Patel,New,Dhaka,2021-08-30
36454,Nafis Sharif,New,Dhaka,2022-03-29
1719,Sadiq Sarker,Regular,Dhaka,2022-02-13
41325,Masud Biplob Majumder,Regular,Chittagong,2021-11-11
33358,Ayesha Patwary,Regular,Sylhet,2020-03-02
24844,Nadia Barman,New,Chittagong,2020-09-26
42751,Sadiya,New,Dhaka,2022-08-26
48858,Anil Wright,Regular,Dhaka,2020-04-20
28482,Afroza Barman Majumder,Premium,Singapore,2020-02-20
44546,Elma Yasmin,Premium,France,2021-02-09
20822,Samia Mokles Akter,Regular,Rajshahi,2020-08-08
23409,Hasina Haider Khondokar,New,Rangpur,2022-06-06
46667,Tahira Dey,Regular,Khulna,2020-10-15
16062,Sneha Martin,Regular,India,2023-01-27
36155,Rina Sultana,New,Rajshahi,2020-05-13
41648,Rokeya Haider Khan,Regular,Rangpur,2020-09-16
17422,Ryan Lee,Regular,France,2020-08-15
48928,Sumaiya Sarker,Regular,Dhaka,2022-04-15
14603,Babul Jahan,Premium,Dhaka,2022-05-15
17895,Michelle Lewis,New,Canada,2022-12-13
27357,Shuma Guha,Regular,Germany,2022-07-06
46134,Aziz Sen,Regular,Dhaka,2022-12-14
37811,Al Rahman,Regular,Rajshahi,2022-11-16
5542,Jannat Sultana,Regular,Chittagong,2021-11-19
15338,Md. Khatun Khan,Regular,Sylhet,2022-01-01
4600,Munmun Reza,Regular,Rangpur,2022-04-14
4797,Rakib Azad,Regular,Dhaka,2020-06-09
49138,Barek Hasan,Regular,Singapore,2022-02-07
23922,Shamima Rony Nahar,Premium,Rajshahi,2020-03-30
16095,Afroza Talukder,Regular,Rajshahi,2021-10-11
8560,Mila Mondal,Regular,Dhaka,2020-05-23
30290,Nasir Ahmed Hossain,Regular,France,2021-08-16
15274,Rafiq Sarkar,Premium,Dhaka,2021-09-08
17887,Arif Nahar,Regular,Khulna,2020-11-06
48909,Sheikh Remon,Premium,Chittagong,2022-02-09
6649,Hossain Salim,Regular,Rajshahi,2021-05-09
27698,Pintu Mia Chowdhury,Regular,UAE,2020-10-09
3936,Masud Nasir,New,Dhaka,2020-05-20
24613,Dilruba Mia Banerjee,Regular,Chittagong,2021-07-24
38460,Khorshed Alam Alam,Regular,Dhaka,2021-06-07
47638,Rakib Basak Chowdhury,Regular,Dhaka,2020-02-24
43657,Roksana Mollah,Regular,Germany,2021-01-04
41228,Nurjahan Dutta,Regular,Dhaka,2022-03-07
31180,Sunetra Dey,Regular,Rajshahi,2020-09-25
1491,Qaiser Kabir,New,Chittagong,2020-02-22
16340,Jack Malhotra,Premium,Germany,2021-11-15
4586,Yunus Bhattacharjee,Premium,Khulna,2020-06-01
17459,Zia Akter,Regular,Chittagong,2023-06-22
23553,Keya Akhter Ali,Premium,Sylhet,2020-05-28
40137,Hridoy Noyon Akhter,Regular,Rangpur,2021-06-03
258,Chayon Kumar Halder,Regular,Dhaka,2022-10-01
24526,Fahim Palash Khatun,Premium,Dhaka,2023-10-25
8569,Shahab Chakraborty,New,Chittagong,2021-02-03
15612,Mithu Barman,New,Chittagong,2021-07-20
32635,Ripon Iqbal,Regular,India,2022-01-28
4432,Asif Karim,Regular,Chittagong,2021-08-29
23528,Tisha Chatterjee Sikder,New,Rajshahi,2020-03-09
32607,Eric Wilson,Premium,Dhaka,2021-10-30
3958,Romana Roy,Regular,Chittagong,2022-02-12
25873,Jahid Rahman Mia,Premium,Khulna,2020-05-23
43338,Mina Sadek Chatterjee,Regular,Dhaka,2023-09-30
15681,Arif Sheikh,Regular,Barisal,2020-07-13
26426,Tahmina Hossain,Regular,Sylhet,2021-08-21
4400,Ashifa Akter,Regular,Chittagong,2020-04-27
45985,Mohammed Ahmed Akter,New,Chittagong,2020-04-09
45485,Ayesha Khatun,New,Rajshahi,2023-12-11
9834,Deborah Carter,Regular,Canada,2021-03-21
13897,Virginia Iyer,Corporate,Canada,2020-11-30
2955,Khorshed Uddin,Regular,Chittagong,2022-08-31
6462,Nusrat Haque,Regular,Chittagong,2022-12-03
5031,Ishak Rizwan,Regular,Dhaka,2021-10-09
42150,Gaffar Mondal,Regular,Dhaka,2020-07-30
15804,Parvin Khan Ahmed,Regular,Barisal,2022-11-15
1224,Mahbuba Sarker,Regular,Sylhet,2020-06-21
28026,Shabnam Shah,New,Khulna,2022-11-01
34209,Sahana Rahman,Regular,Dhaka,2021-09-28
12947,Nazma Begum,New,Dhaka,2020-03-09
23028,Rina Sadek Mollah,Regular,Sylhet,2020-06-14
28041,Rina Rafiq Sarker,New,Khulna,2023-07-09
9752,Palash Debnath Begum,New,Rajshahi,2021-11-29
14926,Gias Akter Biswas,Regular,Rajshahi,2021-04-03
32177,Abdul Parvin Begum,Regular,Dhaka,2020-06-12
46167,Ripon Bhowmik,Corporate,Chittagong,2020-05-21
21503,Sharmin Biswas,Regular,Dhaka,2023-01-27
39732,Atiya Dutta,New,Canada,2023-07-14
3016,Yakub Karim,New,Dhaka,2023-02-15
32425,Anisa Adhikari,New,Khulna,2020-11-25
34042,Mahfuza Chatterjee,Regular,Sylhet,2020-04-16
19927,Barek Ahmed Ghosh,Regular,Dhaka,2021-06-26
47912,Jamal Hasan,Regular,Rajshahi,2021-02-09
12371,Stephen Green,New,France,2022-05-27
36070,Giasuddin Kabir,New,Chittagong,2022-12-17
19495,Tahmina Mridha,Regular,Chittagong,2023-03-13
35177,Rahul Lopez,Corporate,Chittagong,2021-07-26
6514,Waseem Salim,New,Chittagong,2020-11-17
23565,Virginia Wilson,New,Germany,2020-03-26
29464,Aminul Haque,Regular,Dhaka,2022-05-03
7759,Mita Sultana,Regular,Chittagong,2022-05-14
16183,Mina Monir Rahman,Regular,Chittagong,2020-09-26
42881,Faruk Parvin,Regular,Chittagong,2021-07-29
2385,Jahirul Karim,New,Khulna,2021-04-11
14609,Helen Mehta,Regular,Canada,2021-10-07
34305,Kazi Dutta,Regular,Khulna,2023-11-09
43225,Hossain Uddin,New,Rajshahi,2020-03-23
29987,Farhana Selim Barman,New,USA,2022-02-09
43724,Shakila Mazumdar,New,Rajshahi,2021-11-14
5889,Emran Alam,Regular,Dhaka,2020-04-08
15572,Abu Haque Bhuiyan,New,Dhaka,2023-10-03
21768,Khaleda Ganguly,Regular,Dhaka,2022-01-30
1537,Arafat Iqbal,New,Khulna,2020-11-21
44807,Romana Khatun,Premium,Khulna,2021-04-04
12496,Sumaiya Khatun,New,Dhaka,2021-07-22
46401,Al Sikder,Regular,Dhaka,2023-07-31
44327,Sumaiya Tariq Islam,Regular,Dhaka,2021-01-26
39714,Barek Haider,Regular,Dhaka,2020-09-16
31723,Jahangir Rafiq,New,Dhaka,2022-10-12
15082,Asma Biswas Debnath,Regular,Dhaka,2021-08-21
19066,Roksana Bepari,New,Khulna,2020-03-05
31961,Khaled Dutta,New,Dhaka,2021-11-06
28564,Joshua Martin,New,Chittagong,2022-03-09
32205,Qamrul Hassan,Regular,Chittagong,2021-08-12
4118,Tazul Shams,Regular,Chittagong,2021-09-23
46119,Sahana Parvin Dutta,Premium,Sylhet,2023-11-11
10048,Jerry Singh,New,India,2020-09-13
48601,Momin Akash Chakraborty,Premium,Dhaka,2023-07-11
31747,Keya Patwary,Regular,Dhaka,2020-12-31
28860,Scott Brown,New,Rangpur,2021-04-03
21729,Monir Sarkar,Regular,Rajshahi,2020-03-12
44998,William Clark,Regular,Khulna,2023-01-07
10342,Pooja Malhotra,Regular,India,2020-10-15
38988,Moushumi Mukherjee,Regular,Chittagong,2021-10-12
22816,Abu Ganguly,Premium,Chittagong,2020-09-16
23342,Rintu Bepari Hasan,New,Khulna,2021-08-26
35596,Gias Sultana,Regular,Khulna,2020-02-01
19250,Mosharaf Bappi Karim,Regular,Dhaka,2022-09-04
33983,Steven Verma,Regular,Dhaka,2021-09-18
10929,Pintu Sarkar,New,Rajshahi,2021-02-21
37953,Shiblu Majumder Chatterjee,Regular,Dhaka,2023-07-29
29416,Rubel Ghosh,Regular,Rajshahi,2021-05-29
35754,Muslima Reza,Regular,Dhaka,2023-02-07
13966,Sahana Jahan,Regular,Dhaka,2021-11-17
48618,Parvin Barman Talukder,Regular,Dhaka,2020-02-19
17704,Rina Mizan Majumder,Regular,Dhaka,2021-09-15
33554,Yar Bhowmik,New,Chittagong,2023-12-06
513,Habib Chowdhury,Regular,Dhaka,2020-07-24
37299,Palash Sohel Hasan,Regular,Dhaka,2021-04-20
1608,Junaid Mahmud,Regular,Dhaka,2020-07-08
28149,Sujon Dutta Barman,Regular,Khulna,2020-07-14
49968,Nadira Mondal,Regular,India,2020-08-15
48169,Rozina Hasan,New,Dhaka,2021-02-24
40937,Mahmud Roychoudhury,Regular,Sylhet,2023-01-17
33258,Selim Debnath Sikder,Regular,Chittagong,2021-04-15
24137,Keya Mithu Das,Regular,Khulna,2020-11-20
48816,Monir Biplob Khatun,Regular,Dhaka,2021-03-21
34281,Liton Reza,Premium,Chittagong,2021-04-20
21898,Biplob Rakib Sikder,Regular,Dhaka,2020-04-27
38837,Selim Sarkar,New,Dhaka,2022-02-14
29871,Bilquis Biswas,New,Dhaka,2021-04-05
48609,Hanif Reza,Regular,Dhaka,2020-06-05
1484,Walid Amin,Regular,Chittagong,2020-03-09
47465,Bappi Gazi,Premium,Dhaka,2020-03-18
24074,Afroza Bappi Banerjee,New,Chittagong,2021-11-09
14554,Jony Rashid Uddin,Premium,Dhaka,2021-10-14
32206,Barek Das,New,Sylhet,2020-07-19
13250,Mizan Jahan,Regular,Chittagong,2021-05-03
4393,Zakia Mazumdar,Regular,Rajshahi,2020-03-05
29767,Hanif Kamal Talukder,Premium,Rangpur,2022-05-02
33754,Mrs. Saha,Regular,Chittagong,2020-09-30
22826,Kazi Liton Hossain,New,Dhaka,2022-08-21
23338,Shahid Mizan Bhuiyan,Regular,Dhaka,2020-12-09
1135,Usaim Hassan,New,Sylhet,2020-03-17
36206,Jakir Saif,New,Dhaka,2020-05-29
5516,Sonia Sen,Regular,Rajshahi,2021-03-02
19177,Delwar Majumder,Regular,Sylhet,2022-05-26
32723,Mst. Afia Ismat,Regular,Dhaka,2020-12-12
44056,Elina Banerjee,Regular,Chittagong,2022-12-06
22263,Mrs. Ahmed,New,Dhaka,2020-03-14
31100,Jeffrey Harris,Premium,Canada,2020-12-28
34025,Mizan Nahar,Regular,Chittagong,2021-01-17
16348,Khadija Dutta Sarkar,Regular,Rajshahi,2021-07-03
43,Sabbir Khan,New,Dhaka,2022-01-07
15607,Arifa Sohel Sultana,Regular,Sylhet,2021-11-27
8975,Mithu Sanju Mridha,Premium,Chittagong,2020-02-14
44316,Jennifer Wright,New,Khulna,2023-08-02
3182,Nusrat Paul,Corporate,Chittagong,2020-07-21
25769,Sanjay Menon,Regular,Dhaka,2020-01-11
29582,Alifa Adhikari,New,USA,2020-02-14
14989,Parvin Barman,Regular,Chittagong,2020-03-24
36099,Tuhin Dey,Regular,Rajshahi,2023-04-05
20379,Rintu Chowdhury,New,Rajshahi,2020-04-02
47888,Dennis Williams,New,Chittagong,2021-07-22
40343,Ruth Rao,New,Rangpur,2021-04-21
43927,Sabina Biswas Chakraborty,Regular,Dhaka,2023-07-30
5184,Mahmuda Sen,Corporate,Chittagong,2020-01-20
18902,Naim Dewan Sarker,Premium,Chittagong,2020-05-09
2835,Meher Das,Regular,Sylhet,2021-07-27
34263,Momin Rony Gazi,New,Dhaka,2021-03-12
18406,Jannat Miah,Regular,Rangpur,2022-08-03
8368,Farida Chatterjee,Regular,Dhaka,2020-02-16
3904,Tahmina Sultana,Corporate,Dhaka,2023-03-08
33026,Tisha Chowdhury,Regular,Khulna,2022-03-15
43843,Jahanara Miah Khondokar,Regular,Dhaka,2022-04-08
2803,Mila Haque,Regular,Chittagong,2020-01-02
9611,Mintu Begum,Corporate,Barisal,2020-03-28
29596,Mst. Talukder,Corporate,Sylhet,2020-01-24
28204,Chandan Bandyopadhyay,Regular,Dhaka,2020-06-12
13084,Naim Jahan,Regular,Rangpur,2020-12-20
24618,Sakib Pintu Sarkar,Premium,Khulna,2022-02-25
17695,Samuel Garcia,New,Singapore,2021-10-21
4180,Fazal Mondal,Regular,Chittagong,2022-06-01
37903,Ripon Bhowmik Debnath,New,Australia,2021-04-24
18009,Sentu Chatterjee,Regular,Rajshahi,2021-02-25
38689,Sahana Sarkar,Corporate,Chittagong,2022-11-14
5314,Manik Halim,Regular,Dhaka,2021-05-25
3405,Tania Begum,Premium,Chittagong,2021-05-05
12636,Daniel Verma,Regular,UK,2020-06-29
5480,Rubina Mondal,Regular,Chittagong,2022-02-21
37654,Aziz Paul Saha,Premium,Chittagong,2021-01-11
45686,Aleya Majumder,Regular,Chittagong,2022-04-01
1182,Charan Nasir,Corporate,Dhaka,2020-08-18
9447,Mizan Ghosh,Regular,Chittagong,2021-02-22
43939,Keya Yeasmin,Regular,Chittagong,2022-06-09
24821,Zia Roy,Regular,Rajshahi,2023-11-22
21958,Melissa Malhotra,New,USA,2023-05-28
46230,Enayet Khan,Regular,Chittagong,2023-04-18
4320,Chisty Rafiq,Regular,Dhaka,2020-02-18
41276,Taslima Mizan Banerjee,Regular,Rajshahi,2023-03-18
41841,Asma Dewan,Regular,Singapore,2020-12-14
16432,Miss Sultana,New,Dhaka,2021-10-18
25818,Bijoy Sen,Premium,Dhaka,2020-07-20
39056,Angela Smith,New,Chittagong,2021-04-09
28739,Rehana Akhter,Regular,Sylhet,2021-05-03
34288,Khadija Debnath,Regular,Dhaka,2021-06-27
3576,Afzal Roychoudhury,Regular,Rajshahi,2020-08-27
41572,Abdul Mia,Regular,Dhaka,2022-02-27
10682,Fatema Barek Mondal,Regular,Chittagong,2023-02-05
19557,Afroza Biswas Gazi,Corporate,Chittagong,2022-11-13
34677,Tisha Dutta,New,Australia,2020-02-16
45865,Zia Mollah,Regular,Rangpur,2023-09-12
34618,Fahad Mukherjee,Regular,Dhaka,2022-03-21
12847,Rintu Rahman,Regular,Dhaka,2021-10-30
30664,Ayesha Yasmin,Regular,Barisal,2020-04-17
38280,Kavita Clark,New,Chittagong,2022-06-02
8947,Eric Wilson,Regular,Australia,2020-11-18
8357,Papia Khatun,Regular,Khulna,2021-01-31
3878,Fahmida Mondal,Regular,Dhaka,2020-05-22
15193,Rifat Al Bhowmik,Regular,Khulna,2020-07-23
13284,Tanvir Mollah,New,Khulna,2021-12-22
22355,Rehana Khorshed Ali,Regular,Chittagong,2021-10-13
28023,Shafiq Rashid Parvin,Regular,Australia,2020-11-07
13178,Naim Banerjee Chowdhury,Premium,Dhaka,2020-02-13
13943,Siddiq Talukder,Corporate,Rajshahi,2021-06-15
16630,Sanjay Baker,New,Germany,2023-11-17
43012,Tyler Young,New,Dhaka,2022-10-17
4732,Hedayat Karim,Regular,Khulna,2020-03-20
4030,Naimul Roy,Regular,Rajshahi,2021-10-25
26545,Marina Khanam,Regular,Germany,2020-05-04
42594,Pial Roychoudhury,Regular,Khulna,2021-01-08
15558,Mitu Miah,Regular,Dhaka,2021-12-07
42365,Kathleen Brown,New,Chittagong,2021-08-01
33346,Lamia Bhowmik,Regular,Dhaka,2022-08-10
43556,Jannat Rashid Chakraborty,Regular,Khulna,2021-08-28
23154,Asma Roy,New,Chittagong,2021-10-28
44743,Rafiq Bepari,Regular,Chittagong,2020-07-30
44702,Md. Jahid Hasan,Regular,Dhaka,2021-04-01
40342,Bilquis Mollah,Regular,Rajshahi,2022-03-21
13307,Zia Zia Bhuiyan,New,Khulna,2020-10-22
48289,Zubair Zaman,Regular,Rangpur,2020-05-18
44759,Sumona Aktar,Regular,Khulna,2020-07-24
23937,Khadija Haider,Regular,Rajshahi,2020-12-03
13517,Razia Bibi,Premium,Rangpur,2020-01-11
25051,Abu Mondal Basak,New,Dhaka,2022-09-11
44370,Shimul Gias Paul,Regular,Sylhet,2020-02-18
38236,Shakila Begum,Regular,Chittagong,2020-12-09
7507,Masuma Binta Maria,New,Chittagong,2022-03-13
37568,Brian Joshi,Regular,Chittagong,2021-09-23
33701,Raju Mridha,Regular,Chittagong,2020-06-15
17068,Sohel Hanif Sheikh,Regular,Rajshahi,2022-05-12
40492,Mintu Mia,Regular,Dhaka,2020-07-14
34542,Khadija Ahmed,New,Dhaka,2021-10-05
29834,Sohel Mondal,Regular,Dhaka,2020-02-23
13784,Momtaz Sarker,Regular,Chittagong,2020-09-16
12892,Mina Karim,New,Chittagong,2020-01-29
18397,Nadia Jahan,Regular,Dhaka,2021-05-20
12787,Rehana Jahid Barman,Premium,Chittagong,2020-03-15
31536,Joy Majumder,Regular,Dhaka,2020-10-03
12573,Jannat Hossain Rani,Regular,Khulna,2020-10-14
45376,Nurjahan Sujon Jahan,New,Dhaka,2021-08-04
30128,Shamila Sultana,Regular,Singapore,2021-07-24
38040,Rima Sultana,New,Dhaka,2021-11-22
10889,Bappi Rafiq Das,New,Chittagong,2020-05-31
6844,Pritam Chowdhury,Regular,Chittagong,2020-08-29
39154,Khorshed Alam,Premium,Chittagong,2020-01-14
31942,Raju Chowdhury Sikder,New,Dhaka,2021-01-08
40202,Pooja Williams,Regular,Dhaka,2020-11-16
40554,Badrul Faruqi,New,Dhaka,2021-11-09
31884,Nasim Chatterjee,Regular,Chittagong,2020-09-23
49354,Afsara Shah,New,USA,2020-10-26
257,Mahmuda Sultana,New,Dhaka,2020-12-10
3193,Qamrul Rahman,Regular,Chittagong,2020-07-01
31115,Raju Sagor Das,Regular,Rangpur,2022-07-18
13415,Rahul Adams,Regular,UK,2021-02-03
21796,Susan Young,Regular,Singapore,2022-04-06
47688,Chaitali Das,New,Germany,2020-09-20
23427,Reza Sarkar Talukder,Regular,Dhaka,2020-04-28
37738,Rekha Kumar,Regular,Chittagong,2020-05-27
45447,Afroza Uddin,Regular,India,2021-11-29
14322,Mahbub Basak,Regular,Rajshahi,2023-02-07
2209,Afzal Hassan,Corporate,Dhaka,2021-02-07
16146,Raymond Scott,Regular,Singapore,2020-05-16
23249,Md. Delwar Miah,Regular,Dhaka,2023-10-16
16286,Zia Chowdhury,Regular,Rajshahi,2022-11-04
18331,Ritu Patwary,New,Rajshahi,2020-03-03
19517,Opu Biswas,Premium,Dhaka,2020-09-17
44334,Timothy Hernandez,Premium,Singapore,2021-04-24
38019,Farid Roy Chowdhury,New,Dhaka,2020-04-28
16857,Rony Jahan,Premium,Dhaka,2022-07-27
28701,Ulfat Majumdar,Regular,Dhaka,2020-06-28
12668,Sharon Adams,Regular,USA,2020-03-01
4484,Sadika Banerjee,Premium,Chittagong,2020-01-17
35260,Sadek Biswas Islam,New,Singapore,2020-02-08
36296,Pamela Sharma,Regular,Rajshahi,2020-06-03
27462,Midul Hasan,Regular,Chittagong,2022-04-05
39251,Khaled Sarker,Premium,Chittagong,2022-06-19
29904,Scott Johnson,Regular,Dhaka,2020-04-02
18505,Aleya Sikder,Corporate,Chittagong,2021-08-12
42311,Jahid Bappi Khatun,Regular,Dhaka,2020-09-22
15286,Tanvir Hossain,Regular,Dhaka,2020-08-03
28954,Sujon Md. Sarkar,Regular,USA,2021-12-27
19675,Sabiha Dutta,Regular,Chittagong,2020-04-21
16239,Shabnam Islam,New,Chittagong,2020-04-08
6741,Jalal Chakraborty,New,Chittagong,2020-09-08
36497,Rifat Haque Chatterjee,Premium,Dhaka,2020-05-09
46911,Selim Faruk Dewan,Regular,Khulna,2021-03-20
39585,Palash Sen Dewan,Regular,Dhaka,2021-07-11
12223,Stephen Lewis,Regular,USA,2020-07-21
21443,Mitu Rahman Roy,Regular,Dhaka,2020-02-20
45011,Gregory Thompson,Regular,Dhaka,2022-11-11
18309,Jony Haider,Regular,Chittagong,2021-04-28
7969,Khadija Sarker,Regular,Dhaka,2023-05-21
14683,Selim Md. Debnath,Regular,Dhaka,2021-03-02
3891,Reema Sen,Regular,Sylhet,2020-03-21
13971,Arif Suman Basak,Regular,Khulna,2020-10-24
3309,Munira Dey,Premium,Khulna,2023-02-12
30018,Nishat Guha,Regular,Dhaka,2020-09-30
15815,Tisha Hasan,Regular,Khulna,2020-01-31
10097,Faruk Sultana,Regular,Dhaka,2020-08-07
36741,Fahmida Zaman,New,Chittagong,2023-02-17
36179,Suresh Lopez,Premium,Dhaka,2022-12-27
19746,Parvin Kamal Chowdhury,Premium,Dhaka,2021-10-29
14556,Helen Wilson,Regular,UK,2022-05-09
1840,Anjum Adhikari,Premium,Chittagong,2022-10-31
28736,Gani Habib,Regular,Dhaka,2021-10-03
47995,Paul Hernandez,Regular,Dhaka,2020-08-07
25313,Benjamin Clark,New,Chittagong,2020-03-09
18840,Rony Rani,Corporate,Chittagong,2021-01-21
48001,Kamrun Roy,Regular,Dhaka,2020-09-26
35701,Sarika Yasmin,Regular,Dhaka,2021-02-03
43750,Sahana Parvin Dutta,Regular,Dhaka,2023-02-24
47273,Nasir Sarkar Roy,New,Rajshahi,2023-07-16
21978,Margaret Menon,Regular,Canada,2020-03-12
44521,Sadia Chatterjee,Regular,Barisal,2022-11-09
39175,Abu Haque Chatterjee,Regular,Dhaka,2020-07-27
19877,Mosharaf Sheikh Mia,Regular,Dhaka,2020-01-27
16133,Samia Mizan Hasan,Premium,Dhaka,2022-03-18
7227,Pabel Chowdhury,New,Dhaka,2022-01-02
20968,Monir Haider,Regular,Dhaka,2020-08-23
24311,Pamela Gupta,Regular,Singapore,2020-03-08
29538,Giasuddin Chatterjee,Regular,Chittagong,2022-01-02
24834,Nusrat Iqbal Majumder,Regular,Dhaka,2020-10-08
3820,Rifat Faruqi,Regular,Rangpur,2023-03-10
23412,Sunita Johnson,Regular,Singapore,2022-06-06
43415,Nazma Haider,Regular,Dhaka,2023-03-01
28048,Khaleda Hasan,New,Chittagong,2020-08-03
